EndpointID,EmailAddress,Account Length,PlanOptionA,PlanOptionB,PlanOptionC,UsageWeekdays,UsageWeekends,SharedWithFriend,LastEmailDelivered,LastEmailEngaged,Churn?
792,churn792@example.com,219,1,0,0,91,31,0,1569596990,1569313318,0
793,churn793@example.com,213,0,0,0,21,51,0,1569596990,1569522914,0
794,churn794@example.com,270,1,1,1,25,44,0,1569596990,1569059452,0
795,churn795@example.com,148,0,0,1,49,2,0,1569596990,1553699390,0
796,churn796@example.com,87,1,1,0,41,42,1,1569596990,1569396451,0
797,churn797@example.com,234,0,1,0,80,15,0,1568753735,1553699390,0
798,churn798@example.com,166,0,1,1,1,42,0,1568702979,1568814903,0
799,churn799@example.com,62,0,0,1,23,58,0,1569596990,1553699390,0
800,churn800@example.com,45,0,1,0,73,21,0,1569596990,1553699390,0
801,churn801@example.com,279,0,0,1,5,50,0,1568920788,1569165823,0
802,churn802@example.com,71,1,1,1,35,76,0,1569153666,1553699390,0
803,churn803@example.com,289,1,1,0,0,24,1,1569596990,1553699390,0
804,churn804@example.com,80,0,0,1,12,26,0,1569596990,1553699390,0
805,churn805@example.com,64,1,0,0,28,32,0,1569596990,1568968956,0
806,churn806@example.com,114,0,1,0,45,27,1,1569596990,1553699390,0
807,churn807@example.com,55,0,0,1,4,77,0,1568798992,1553699390,0
808,churn808@example.com,272,0,1,0,97,17,0,1569596990,1569070099,0
809,churn809@example.com,287,0,1,1,12,18,0,1569074693,1553699390,0
810,churn810@example.com,197,1,0,0,66,40,0,1568991545,1553699390,0
811,churn811@example.com,101,0,0,0,46,72,0,1569596990,1553699390,0
812,churn812@example.com,178,1,0,1,8,97,0,1569596990,1553699390,0
813,churn813@example.com,205,0,0,0,67,49,0,1569596990,1553699390,0
814,churn814@example.com,131,0,1,1,37,64,0,1569596990,1553699390,0
815,churn815@example.com,212,1,0,1,28,86,0,1569596990,1569394566,0
816,churn816@example.com,35,1,0,1,63,50,0,1569596990,1553699390,0
817,churn817@example.com,37,1,0,0,49,51,1,1569596990,1553699390,0
818,churn818@example.com,159,1,0,0,14,10,0,1569596990,1569431533,0
819,churn819@example.com,131,1,0,0,21,5,0,1569596990,1553699390,0
820,churn820@example.com,265,1,0,0,58,71,0,1568764721,1553699390,0
821,churn821@example.com,92,0,0,0,82,22,1,1569382933,1553699390,0
822,churn822@example.com,201,0,1,0,8,33,0,1569596990,1553699390,0
823,churn823@example.com,205,1,0,0,36,24,0,1569596990,1568619888,0
824,churn824@example.com,247,1,1,0,36,30,0,1568847619,1553699390,0
825,churn825@example.com,220,0,0,0,2,52,0,1569596990,1553699390,0
826,churn826@example.com,106,1,0,0,95,92,0,1569553918,1553699390,0
827,churn827@example.com,294,1,1,0,23,50,0,1569163403,1553699390,0
828,churn828@example.com,95,0,1,0,19,5,0,1569530033,1553699390,0
829,churn829@example.com,225,0,1,1,72,47,0,1569596990,1553699390,0
830,churn830@example.com,58,1,0,0,73,42,0,1569596990,1553699390,0
831,churn831@example.com,136,1,1,0,83,30,0,1568952750,1569201549,0
832,churn832@example.com,90,0,1,1,80,78,0,1568608961,1553699390,0
833,churn833@example.com,234,0,1,1,13,10,0,1569596990,1553699390,0
834,churn834@example.com,258,0,0,0,48,79,0,1569596990,1568627101,0
835,churn835@example.com,122,1,0,0,68,38,0,1569596990,1569412585,0
836,churn836@example.com,133,0,0,0,82,10,0,1569064967,1553699390,0
837,churn837@example.com,280,1,1,1,39,27,0,1568813885,1553699390,0
838,churn838@example.com,107,0,1,1,9,93,0,1569596990,1553699390,0
839,churn839@example.com,174,0,0,0,14,71,0,1569596990,1553699390,0
840,churn840@example.com,154,1,1,1,64,84,0,1569596990,1553699390,0
841,churn841@example.com,134,0,1,0,64,38,1,1568776466,1553699390,0
842,churn842@example.com,207,1,0,0,41,52,0,1569596990,1553699390,0
843,churn843@example.com,219,1,0,0,12,50,0,1569152525,1553699390,0
844,churn844@example.com,207,1,1,1,11,86,0,1569596990,1553699390,0
845,churn845@example.com,281,0,1,0,81,96,0,1569596990,1569253198,0
846,churn846@example.com,230,0,0,1,95,62,0,1569596990,1569221425,0
847,churn847@example.com,114,0,1,0,79,65,1,1569233992,1553699390,0
848,churn848@example.com,108,1,1,0,91,43,0,1569549797,1553699390,0
849,churn849@example.com,169,1,1,1,89,17,0,1569596990,1553699390,0
850,churn850@example.com,33,0,1,0,37,44,1,1569596990,1569415078,0
851,churn851@example.com,160,1,0,0,93,83,0,1569390385,1569408363,0
852,churn852@example.com,290,0,1,1,15,19,0,1568864942,1553699390,0
853,churn853@example.com,300,1,0,1,81,39,0,1569596990,1553699390,0
854,churn854@example.com,293,0,1,1,33,13,0,1568668116,1553699390,0
855,churn855@example.com,206,1,1,1,32,39,1,1569596990,1553699390,0
856,churn856@example.com,171,0,1,1,59,100,0,1569596990,1569015852,0
857,churn857@example.com,283,1,1,1,13,61,0,1569279320,1553699390,0
858,churn858@example.com,285,1,1,0,1,68,0,1569596990,1568902628,0
859,churn859@example.com,60,0,0,0,10,97,0,1569496093,1568781962,0
860,churn860@example.com,274,1,0,1,5,76,0,1569498096,1569336586,0
861,churn861@example.com,131,1,1,1,81,45,0,1569596990,1553699390,0
862,churn862@example.com,97,0,0,1,56,47,1,1569596990,1553699390,0
863,churn863@example.com,264,0,0,1,13,38,0,1568886284,1568647361,0
864,churn864@example.com,49,0,0,1,78,80,0,1569404548,1553699390,0
865,churn865@example.com,198,0,1,0,24,97,0,1569596990,1553699390,0
866,churn866@example.com,197,1,0,1,56,64,0,1568876924,1553699390,0
867,churn867@example.com,188,1,1,0,100,60,0,1569209226,1553699390,0
868,churn868@example.com,91,1,1,1,12,96,0,1569596990,1568599454,0
869,churn869@example.com,236,1,0,1,44,50,0,1569596990,1553699390,0
870,churn870@example.com,108,1,0,1,75,57,1,1569596990,1553699390,0
871,churn871@example.com,215,1,0,0,49,47,0,1569596990,1568935177,0
872,churn872@example.com,44,1,0,0,18,20,0,1568910403,1553699390,0
873,churn873@example.com,197,0,0,0,26,39,0,1569596990,1569336068,0
874,churn874@example.com,35,0,0,1,6,70,0,1569596990,1568734187,0
875,churn875@example.com,297,1,1,1,35,87,0,1569596990,1569062662,0
876,churn876@example.com,77,1,0,1,44,86,0,1569596990,1569536868,0
877,churn877@example.com,35,0,1,0,29,79,0,1569596990,1553699390,0
878,churn878@example.com,145,1,0,1,45,64,0,1569596990,1553699390,0
879,churn879@example.com,35,1,1,1,51,44,0,1569596990,1569421184,0
880,churn880@example.com,188,0,1,0,38,74,0,1568968126,1569529258,0
881,churn881@example.com,229,0,1,1,0,70,0,1569596990,1569168165,0
882,churn882@example.com,119,1,1,0,48,2,0,1568979656,1553699390,0
883,churn883@example.com,252,1,1,0,76,90,0,1569596990,1568937600,0
884,churn884@example.com,175,1,1,0,35,97,0,1568832075,1553699390,0
885,churn885@example.com,152,1,0,0,85,80,1,1569596990,1569165885,0
886,churn886@example.com,257,0,1,1,43,75,0,1569596990,1569432373,0
887,churn887@example.com,160,1,1,0,26,59,1,1569401467,1553699390,0
888,churn888@example.com,288,0,1,0,21,39,1,1569596990,1568662401,0
889,churn889@example.com,137,0,0,1,97,72,1,1569596990,1553699390,0
890,churn890@example.com,143,1,0,1,60,14,1,1569596990,1568827587,0
891,churn891@example.com,196,0,1,0,89,32,0,1569182020,1553699390,0
892,churn892@example.com,56,0,1,1,97,84,0,1569596990,1569471189,0
893,churn893@example.com,298,1,0,0,70,9,0,1569596990,1568800630,0
894,churn894@example.com,63,0,1,1,23,41,0,1569596990,1569403717,0
895,churn895@example.com,208,1,1,0,70,12,0,1569596990,1553699390,0
896,churn896@example.com,243,1,1,1,32,2,0,1568727520,1553699390,0
897,churn897@example.com,278,0,1,0,61,57,0,1569596990,1553699390,0
898,churn898@example.com,299,0,1,1,93,2,0,1569596990,1569067097,0
899,churn899@example.com,255,1,1,0,23,40,0,1569596990,1553699390,0
900,churn900@example.com,234,1,0,1,68,31,0,1569596990,1569162635,0
901,churn901@example.com,166,1,1,0,77,94,0,1569596990,1569213827,0
902,churn902@example.com,146,0,0,0,29,74,0,1569066926,1553699390,0
903,churn903@example.com,47,1,1,1,60,41,0,1569596990,1569527387,0
904,churn904@example.com,85,0,1,0,29,84,0,1569596990,1553699390,0
905,churn905@example.com,236,1,0,0,13,79,1,1569596990,1553699390,0
906,churn906@example.com,257,0,1,1,50,57,0,1569596990,1553699390,0
907,churn907@example.com,229,1,0,1,2,0,0,1569596990,1568603700,0
908,churn908@example.com,55,1,0,0,48,37,0,1569596990,1569392969,0
909,churn909@example.com,79,1,0,0,29,25,0,1569350171,1553699390,0
910,churn910@example.com,228,0,0,1,25,28,0,1569251183,1569332798,0
911,churn911@example.com,244,1,1,1,74,77,1,1569596990,1553699390,0
912,churn912@example.com,208,1,1,0,9,86,1,1569596990,1553699390,0
913,churn913@example.com,223,1,0,0,100,14,0,1569596990,1568985073,0
914,churn914@example.com,158,1,1,1,66,77,0,1569596990,1568622140,0
915,churn915@example.com,190,1,0,1,14,80,0,1569596990,1553699390,0
916,churn916@example.com,223,1,1,1,57,65,0,1569596990,1569086705,0
917,churn917@example.com,95,1,0,0,41,37,0,1568796655,1553699390,0
918,churn918@example.com,119,0,0,1,0,41,0,1569596990,1553699390,0
919,churn919@example.com,259,1,1,0,76,75,0,1569596990,1569534025,0
920,churn920@example.com,104,1,0,1,52,22,0,1569596990,1553699390,0
921,churn921@example.com,177,0,1,0,63,28,0,1569596990,1553699390,0
922,churn922@example.com,297,1,0,0,55,67,1,1569596990,1553699390,0
923,churn923@example.com,167,0,0,0,16,20,0,1569596990,1553699390,0
924,churn924@example.com,200,1,0,1,76,0,0,1569596990,1553699390,0
925,churn925@example.com,36,0,1,1,100,37,0,1569596990,1569283334,0
926,churn926@example.com,268,0,0,0,73,69,0,1568682788,1569589663,0
927,churn927@example.com,249,0,1,1,5,70,0,1569596990,1568744042,0
928,churn928@example.com,200,0,1,0,49,90,0,1569596990,1553699390,0
929,churn929@example.com,185,1,0,1,39,38,1,1569596990,1553699390,0
930,churn930@example.com,44,0,0,0,59,45,0,1569596990,1569460878,0
931,churn931@example.com,86,0,1,1,97,14,0,1569596990,1569033692,0
932,churn932@example.com,49,1,0,1,36,54,0,1569596990,1553699390,0
933,churn933@example.com,203,1,1,0,50,19,0,1569203961,1568864424,0
934,churn934@example.com,112,0,1,1,12,69,0,1569596990,1553699390,0
935,churn935@example.com,251,1,0,0,89,97,1,1569596990,1569464821,0
936,churn936@example.com,287,0,1,0,76,81,0,1569446735,1553699390,0
937,churn937@example.com,151,1,0,1,45,9,0,1569596990,1553699390,0
938,churn938@example.com,289,0,1,0,79,60,0,1569596990,1569534232,0
939,churn939@example.com,165,0,1,1,46,34,0,1569596990,1553699390,0
940,churn940@example.com,121,1,1,1,12,77,0,1569596990,1553699390,0
941,churn941@example.com,30,1,0,1,69,60,0,1569596990,1553699390,0
942,churn942@example.com,299,0,0,0,56,75,1,1569596990,1553699390,0
943,churn943@example.com,162,1,1,0,22,82,0,1569596990,1553699390,0
944,churn944@example.com,200,1,1,1,44,79,0,1569596990,1553699390,0
945,churn945@example.com,54,1,1,0,96,4,0,1569596990,1553699390,0
946,churn946@example.com,127,0,0,0,93,7,0,1569596990,1553699390,0
947,churn947@example.com,146,0,0,1,84,8,1,1569596990,1553699390,0
948,churn948@example.com,240,1,1,0,60,48,0,1569596990,1553699390,0
949,churn949@example.com,43,0,0,1,40,40,1,1569596990,1553699390,0
950,churn950@example.com,67,0,0,0,71,47,0,1569210073,1568949956,0
951,churn951@example.com,293,1,0,0,34,63,0,1569596990,1568665141,0
952,churn952@example.com,121,1,1,1,79,14,0,1569596990,1553699390,0
953,churn953@example.com,228,0,1,1,25,50,1,1569596990,1553699390,0
954,churn954@example.com,57,0,1,0,33,28,0,1569596990,1553699390,0
955,churn955@example.com,247,0,1,1,93,0,0,1569596990,1553699390,0
956,churn956@example.com,31,0,0,0,95,38,0,1569493134,1553699390,0
957,churn957@example.com,162,0,1,1,93,50,1,1569596990,1553699390,0
958,churn958@example.com,140,1,0,0,77,83,0,1569596990,1569293251,0
959,churn959@example.com,158,0,1,1,29,2,0,1569342161,1569511247,0
960,churn960@example.com,151,0,1,0,67,36,0,1568983268,1569423419,0
961,churn961@example.com,281,0,0,1,87,23,0,1568697068,1553699390,0
962,churn962@example.com,242,1,0,1,24,43,0,1569596990,1569364468,0
963,churn963@example.com,200,1,1,1,20,46,0,1569596990,1553699390,0
964,churn964@example.com,272,0,1,1,42,34,0,1569596990,1553699390,0
965,churn965@example.com,145,0,1,0,46,32,0,1569596990,1553699390,0
966,churn966@example.com,206,0,0,1,53,56,0,1569589015,1553699390,0
967,churn967@example.com,63,0,0,1,45,60,0,1569596990,1553699390,0
968,churn968@example.com,85,0,1,1,23,61,0,1569596990,1568914407,0
969,churn969@example.com,124,1,1,0,43,34,0,1569596990,1569503779,0
970,churn970@example.com,109,0,1,1,21,5,1,1568675024,1568930742,0
971,churn971@example.com,196,0,0,1,72,81,0,1569596990,1569367203,0
972,churn972@example.com,57,1,0,0,46,4,0,1569596990,1569390533,0
973,churn973@example.com,286,0,0,1,2,2,0,1569263277,1553699390,0
974,churn974@example.com,270,0,1,1,61,33,0,1569596990,1568657873,0
975,churn975@example.com,128,1,0,0,88,8,0,1569596990,1569266954,0
976,churn976@example.com,122,1,0,1,61,50,0,1569596990,1568882855,0
977,churn977@example.com,75,0,0,0,79,89,0,1569596990,1569561278,0
978,churn978@example.com,76,0,0,1,84,98,0,1569596990,1553699390,0
979,churn979@example.com,30,0,1,0,36,76,0,1569596990,1553699390,0
980,churn980@example.com,261,1,0,0,34,47,0,1568906481,1553699390,0
981,churn981@example.com,93,0,1,0,50,91,0,1569596990,1568759073,0
982,churn982@example.com,62,0,0,0,11,21,0,1569596990,1568678072,0
983,churn983@example.com,244,1,1,0,17,59,0,1569596990,1553699390,0
984,churn984@example.com,62,0,0,0,66,2,0,1569299715,1553699390,0
985,churn985@example.com,111,1,1,0,23,53,0,1568796006,1553699390,0
986,churn986@example.com,164,0,1,1,91,56,0,1569596990,1553699390,0
987,churn987@example.com,228,1,1,1,13,3,0,1569596990,1553699390,1
988,churn988@example.com,169,0,1,0,15,99,1,1569596990,1553699390,0
989,churn989@example.com,228,1,1,1,76,51,0,1568676124,1569432643,0
990,churn990@example.com,266,0,0,0,75,3,0,1569596990,1553699390,0
991,churn991@example.com,75,1,0,0,49,42,0,1569596990,1553699390,0
992,churn992@example.com,166,1,1,0,100,26,0,1568980205,1553699390,0
993,churn993@example.com,202,0,0,1,77,37,0,1569596990,1553699390,0
994,churn994@example.com,182,0,1,1,38,77,0,1569596990,1553699390,0
995,churn995@example.com,69,1,0,1,62,52,0,1569596990,1553699390,0
996,churn996@example.com,286,0,1,0,5,40,0,1569226957,1569318826,0
997,churn997@example.com,274,0,0,1,98,60,1,1569596990,1553699390,0
998,churn998@example.com,133,0,1,0,40,42,1,1569287617,1568912234,0
999,churn999@example.com,230,0,0,0,43,16,0,1569596990,1553699390,0
1000,churn1000@example.com,60,0,0,1,33,26,0,1569596990,1553699390,0
1001,churn1001@example.com,182,0,0,0,83,58,1,1569596990,1553699390,0
1002,churn1002@example.com,185,1,1,0,86,73,1,1569596990,1553699390,0
1003,churn1003@example.com,106,0,1,0,85,28,1,1569596990,1553699390,0
1004,churn1004@example.com,297,1,0,0,66,50,0,1569538705,1553699390,0
1005,churn1005@example.com,117,1,0,1,89,16,1,1569596990,1569274314,0
1006,churn1006@example.com,214,0,0,1,95,34,0,1569124566,1553699390,0
1007,churn1007@example.com,120,1,0,1,4,19,0,1569596990,1553699390,0
1008,churn1008@example.com,261,0,1,1,35,18,0,1568765340,1568734061,0
1009,churn1009@example.com,128,1,1,1,75,64,0,1569596990,1553699390,0
1010,churn1010@example.com,51,0,0,0,98,81,1,1569596990,1553699390,0
1011,churn1011@example.com,85,1,0,0,90,36,1,1569199531,1569517270,0
1012,churn1012@example.com,192,0,1,0,93,7,1,1569388761,1553699390,0
1013,churn1013@example.com,210,1,1,0,88,5,1,1569596990,1553699390,0
1014,churn1014@example.com,158,1,0,1,48,62,0,1569596990,1553699390,0
1015,churn1015@example.com,31,0,0,1,51,43,0,1568957258,1553699390,0
1016,churn1016@example.com,106,0,1,1,92,92,0,1569142363,1569243641,0
1017,churn1017@example.com,47,0,1,1,26,8,0,1569436323,1553699390,0
1018,churn1018@example.com,297,0,0,0,45,86,0,1569596990,1553699390,0
1019,churn1019@example.com,125,0,1,1,30,35,0,1568647591,1553699390,0
1020,churn1020@example.com,263,1,1,0,55,49,0,1569596990,1553699390,0
1021,churn1021@example.com,186,1,0,0,39,75,0,1569596990,1553699390,0
1022,churn1022@example.com,297,0,1,0,86,4,0,1568792110,1553699390,0
1023,churn1023@example.com,66,0,1,1,58,34,0,1569112898,1553699390,0
1024,churn1024@example.com,261,0,1,0,88,55,0,1569596990,1553699390,0
1025,churn1025@example.com,194,1,1,0,84,91,1,1569596990,1553699390,0
1026,churn1026@example.com,294,0,1,0,83,47,0,1569596990,1553699390,0
1027,churn1027@example.com,61,1,1,1,1,77,0,1569596990,1553699390,0
1028,churn1028@example.com,54,0,1,0,50,89,0,1569596990,1553699390,0
1029,churn1029@example.com,122,1,0,0,53,77,1,1569596990,1553699390,0
1030,churn1030@example.com,242,0,1,1,45,14,0,1569343963,1553699390,0
1031,churn1031@example.com,176,0,0,0,43,79,0,1569596990,1569382905,0
1032,churn1032@example.com,198,1,1,0,58,8,0,1569596990,1553699390,0
1033,churn1033@example.com,164,0,1,1,44,1,0,1569596990,1553699390,0
1034,churn1034@example.com,55,0,0,1,0,40,0,1569596990,1568818063,0
1035,churn1035@example.com,76,0,1,0,95,51,0,1569596990,1568746151,0
1036,churn1036@example.com,149,1,0,0,61,27,0,1569596990,1553699390,0
1037,churn1037@example.com,254,1,1,1,91,34,1,1569035795,1553699390,0
1038,churn1038@example.com,102,0,0,0,63,84,0,1569596990,1568699793,0
1039,churn1039@example.com,37,1,0,1,6,27,0,1569596990,1553699390,0
1040,churn1040@example.com,111,1,0,1,30,87,0,1568901244,1569364351,0
1041,churn1041@example.com,283,0,1,1,27,42,0,1569385752,1553699390,0
1042,churn1042@example.com,163,1,0,0,99,91,0,1569596990,1569353088,0
1043,churn1043@example.com,130,1,0,0,38,7,0,1569596990,1553699390,0
1044,churn1044@example.com,73,1,0,1,53,9,0,1569596990,1569010382,0
1045,churn1045@example.com,230,0,1,0,5,79,0,1569596990,1569053016,0
1046,churn1046@example.com,226,1,0,1,99,41,0,1569596990,1553699390,0
1047,churn1047@example.com,143,1,0,0,69,67,1,1569405847,1568706029,0
1048,churn1048@example.com,200,0,1,0,91,15,1,1569596752,1568626243,0
1049,churn1049@example.com,50,0,1,1,31,55,0,1569596990,1553699390,0
1050,churn1050@example.com,116,0,0,1,10,41,0,1569596990,1569029220,0
1051,churn1051@example.com,219,0,0,1,26,82,1,1569596990,1569191883,0
1052,churn1052@example.com,214,0,0,0,18,11,1,1569596990,1553699390,0
1053,churn1053@example.com,62,0,0,1,22,43,1,1569569199,1553699390,0
1054,churn1054@example.com,95,1,0,1,4,85,0,1569365654,1553699390,0
1055,churn1055@example.com,145,0,1,0,40,31,1,1569596990,1553699390,0
1056,churn1056@example.com,177,1,1,1,74,75,0,1569360810,1568762311,0
1057,churn1057@example.com,132,0,0,0,89,6,0,1569088924,1553699390,0
1058,churn1058@example.com,120,1,1,0,89,93,1,1569425754,1569211045,0
1059,churn1059@example.com,125,0,0,1,28,25,0,1568756519,1553699390,0
1060,churn1060@example.com,187,1,1,0,82,27,0,1569596990,1553699390,0
1061,churn1061@example.com,228,1,1,0,13,82,0,1569596990,1568709675,0
1062,churn1062@example.com,46,1,1,1,29,83,0,1569596990,1568849088,0
1063,churn1063@example.com,178,1,1,0,54,90,0,1569596990,1569033411,0
1064,churn1064@example.com,281,1,0,0,57,30,0,1569596990,1553699390,0
1065,churn1065@example.com,207,0,1,0,19,20,1,1568886514,1568614673,0
1066,churn1066@example.com,249,1,1,0,5,50,0,1568764599,1553699390,0
1067,churn1067@example.com,174,0,0,1,27,51,1,1569596990,1568765042,0
1068,churn1068@example.com,56,1,1,1,25,39,0,1569574974,1553699390,0
1069,churn1069@example.com,203,1,0,0,82,39,0,1569596990,1553699390,0
1070,churn1070@example.com,42,0,1,1,96,94,0,1569237840,1553699390,0
1071,churn1071@example.com,266,1,0,0,67,93,0,1569499468,1569572850,0
1072,churn1072@example.com,120,0,1,1,41,96,0,1569596990,1553699390,0
1073,churn1073@example.com,76,1,0,0,64,71,0,1569596990,1568997726,0
1074,churn1074@example.com,45,0,1,1,81,51,1,1569026571,1553699390,0
1075,churn1075@example.com,176,1,0,1,55,92,0,1568653325,1553699390,0
1076,churn1076@example.com,68,0,0,0,79,25,0,1569596990,1553699390,0
1077,churn1077@example.com,282,1,1,0,98,12,1,1569532777,1553699390,0
1078,churn1078@example.com,84,1,0,1,67,84,0,1569596990,1568941822,0
1079,churn1079@example.com,171,0,0,0,94,82,1,1569596990,1569206949,0
1080,churn1080@example.com,203,1,0,0,51,65,0,1569596990,1569357860,0
1081,churn1081@example.com,201,0,1,1,56,48,1,1569196044,1553699390,0
1082,churn1082@example.com,106,1,1,0,63,36,1,1569596990,1569257239,0
1083,churn1083@example.com,207,0,0,0,41,14,0,1569596990,1568906315,0
1084,churn1084@example.com,300,1,0,1,10,55,0,1569596990,1569223386,0
1085,churn1085@example.com,190,0,1,0,63,57,0,1569596990,1553699390,0
1086,churn1086@example.com,242,1,1,0,54,84,1,1569596990,1553699390,0
1087,churn1087@example.com,45,0,0,1,48,15,0,1569596990,1553699390,0
1088,churn1088@example.com,75,1,0,0,22,7,0,1568829244,1553699390,0
1089,churn1089@example.com,30,0,1,0,55,60,0,1569596990,1553699390,0
1090,churn1090@example.com,129,0,1,0,94,81,0,1569596990,1553699390,0
1091,churn1091@example.com,95,0,0,0,17,7,0,1569529880,1569460543,0
1092,churn1092@example.com,118,0,1,1,86,69,0,1569596990,1569026731,0
1093,churn1093@example.com,165,1,0,0,18,14,0,1569596990,1569590051,0
1094,churn1094@example.com,229,0,1,1,22,54,0,1569596990,1553699390,0
1095,churn1095@example.com,226,0,1,1,80,32,0,1569596990,1553699390,0
1096,churn1096@example.com,237,1,0,1,30,45,0,1569596990,1569122558,0
1097,churn1097@example.com,208,1,0,0,64,4,0,1569596990,1553699390,0
1098,churn1098@example.com,192,0,0,1,76,50,0,1569596990,1553699390,0
1099,churn1099@example.com,245,1,0,0,81,63,0,1569596990,1553699390,0
1100,churn1100@example.com,43,0,1,0,25,89,0,1569596990,1553699390,0
1101,churn1101@example.com,131,0,1,0,50,45,1,1569596990,1569024785,0
1102,churn1102@example.com,268,0,0,1,65,75,1,1569596990,1568758951,0
1103,churn1103@example.com,109,0,1,1,91,81,0,1569596990,1568737077,0
1104,churn1104@example.com,219,0,0,0,65,60,0,1569596990,1553699390,0
1105,churn1105@example.com,171,1,0,1,84,86,1,1569596990,1553699390,0
1106,churn1106@example.com,174,0,0,1,5,24,0,1569596990,1569284122,0
1107,churn1107@example.com,192,0,0,0,9,65,0,1569596990,1553699390,0
1108,churn1108@example.com,117,0,0,0,3,8,0,1569368188,1569380532,0
1109,churn1109@example.com,121,0,1,0,21,28,0,1569596990,1553699390,0
1110,churn1110@example.com,122,0,0,0,74,67,0,1569596990,1553699390,0
1111,churn1111@example.com,273,0,1,1,18,16,0,1569596990,1568746278,0
1112,churn1112@example.com,255,0,1,1,38,23,0,1569596990,1553699390,0
1113,churn1113@example.com,60,1,0,0,9,93,0,1569596990,1553699390,0
1114,churn1114@example.com,171,0,1,1,84,88,1,1569277109,1569215897,0
1115,churn1115@example.com,60,1,1,1,56,26,0,1569069701,1553699390,0
1116,churn1116@example.com,70,0,1,0,73,86,0,1569596990,1553699390,0
1117,churn1117@example.com,210,1,0,0,19,5,0,1569596990,1553699390,0
1118,churn1118@example.com,69,1,1,1,15,90,1,1569596990,1553699390,0
1119,churn1119@example.com,242,0,0,1,71,4,0,1569076629,1553699390,0
1120,churn1120@example.com,94,0,0,0,0,0,0,1569596990,1553699390,0
1121,churn1121@example.com,89,0,1,0,15,57,1,1569596990,1553699390,0
1122,churn1122@example.com,135,0,1,1,58,28,0,1569596990,1553699390,0
1123,churn1123@example.com,101,0,0,1,22,11,0,1569596990,1553699390,0
1124,churn1124@example.com,189,1,1,0,91,5,0,1569596990,1553699390,0
1125,churn1125@example.com,298,1,0,0,26,85,0,1569596990,1553699390,0
1126,churn1126@example.com,215,0,0,1,45,86,0,1569596990,1553699390,0
1127,churn1127@example.com,167,1,0,0,13,40,0,1569596990,1568843388,0
1128,churn1128@example.com,57,0,1,0,100,51,0,1568912719,1553699390,0
1129,churn1129@example.com,221,1,1,1,77,71,0,1568924360,1568968601,0
1130,churn1130@example.com,263,0,1,1,28,76,0,1569596990,1553699390,0
1131,churn1131@example.com,174,0,1,0,26,28,0,1569596990,1569564405,0
1132,churn1132@example.com,182,1,1,1,95,36,0,1569596990,1553699390,0
1133,churn1133@example.com,175,1,1,1,41,6,0,1569596990,1553699390,0
1134,churn1134@example.com,161,1,0,1,95,26,0,1569596990,1553699390,0
1135,churn1135@example.com,102,1,1,0,3,33,0,1569596990,1553699390,0
1136,churn1136@example.com,275,0,0,0,47,39,0,1569596990,1553699390,0
1137,churn1137@example.com,86,1,1,1,34,40,0,1569596990,1568603892,0
1138,churn1138@example.com,66,0,0,0,9,2,0,1568707517,1553699390,0
1139,churn1139@example.com,98,1,0,0,99,45,1,1569357550,1553699390,0
1140,churn1140@example.com,182,1,1,1,13,34,0,1569593837,1553699390,0
1141,churn1141@example.com,188,1,1,1,47,36,1,1569596990,1569575782,0
1142,churn1142@example.com,217,0,1,0,39,45,0,1569067577,1553699390,0
1143,churn1143@example.com,104,0,1,0,35,99,0,1569596990,1553699390,0
1144,churn1144@example.com,37,1,1,0,85,53,1,1569596990,1553699390,0
1145,churn1145@example.com,73,0,0,1,62,21,1,1569596990,1568639346,0
1146,churn1146@example.com,243,1,1,1,6,91,0,1569596990,1553699390,0
1147,churn1147@example.com,55,0,1,1,89,65,0,1569596990,1553699390,0
1148,churn1148@example.com,197,0,1,1,56,28,0,1569596990,1569342591,0
1149,churn1149@example.com,210,0,0,1,58,82,0,1569596990,1553699390,0
1150,churn1150@example.com,282,1,1,1,38,79,1,1569596990,1553699390,0
1151,churn1151@example.com,103,1,1,0,98,32,1,1569596990,1553699390,0
1152,churn1152@example.com,188,1,1,0,31,29,0,1569385866,1569211418,0
1153,churn1153@example.com,92,0,0,0,85,23,1,1569596990,1553699390,0
1154,churn1154@example.com,191,1,1,0,18,8,0,1569596990,1569097712,0
1155,churn1155@example.com,50,0,1,0,4,98,0,1569596990,1553699390,0
1156,churn1156@example.com,75,0,1,1,99,54,0,1569596990,1569414397,0
1157,churn1157@example.com,252,0,0,1,22,40,1,1569596990,1553699390,0
1158,churn1158@example.com,196,1,0,0,50,65,0,1569596990,1553699390,0
1159,churn1159@example.com,195,1,0,1,59,53,0,1569351162,1569538604,0
1160,churn1160@example.com,80,1,1,1,62,88,0,1569596990,1569306227,0
1161,churn1161@example.com,187,0,1,1,82,1,0,1569596990,1568699885,0
1162,churn1162@example.com,191,0,0,1,34,14,0,1569596990,1553699390,0
1163,churn1163@example.com,179,1,0,1,25,79,0,1569596990,1568835132,0
1164,churn1164@example.com,195,1,0,0,39,3,0,1569596990,1553699390,0
1165,churn1165@example.com,86,0,0,0,21,24,1,1569596990,1568828816,0
1166,churn1166@example.com,298,1,0,0,14,55,0,1569456614,1553699390,0
1167,churn1167@example.com,70,0,1,0,19,51,1,1569465439,1569269652,0
