ChannelType,Id,Address,Attributes.AccountLength,Attributes.PlanOptionA,Attributes.PlanOptionB,Attributes.PlanOptionC,Attributes.UsageWeekdays,Attributes.UsageWeekends,Attributes.SharedWithFriend,Attributes.Churn
EMAIL,898,churn898@example.com,299,0,1,1,93,2,0,0
EMAIL,899,churn899@example.com,255,1,1,0,23,40,0,0
EMAIL,900,churn900@example.com,234,1,0,1,68,31,0,0
EMAIL,901,churn901@example.com,166,1,1,0,77,94,0,0
EMAIL,902,churn902@example.com,146,0,0,0,29,74,0,0
EMAIL,903,churn903@example.com,47,1,1,1,60,41,0,0
EMAIL,904,churn904@example.com,85,0,1,0,29,84,0,0
EMAIL,905,churn905@example.com,236,1,0,0,13,79,1,0
EMAIL,906,churn906@example.com,257,0,1,1,50,57,0,0
EMAIL,907,churn907@example.com,229,1,0,1,2,0,0,0
EMAIL,908,churn908@example.com,55,1,0,0,48,37,0,0
EMAIL,909,churn909@example.com,79,1,0,0,29,25,0,0
EMAIL,910,churn910@example.com,228,0,0,1,25,28,0,0
EMAIL,911,churn911@example.com,244,1,1,1,74,77,1,0
EMAIL,912,churn912@example.com,208,1,1,0,9,86,1,0
EMAIL,913,churn913@example.com,223,1,0,0,100,14,0,0
EMAIL,914,churn914@example.com,158,1,1,1,66,77,0,0
EMAIL,915,churn915@example.com,190,1,0,1,14,80,0,0
EMAIL,916,churn916@example.com,223,1,1,1,57,65,0,0
EMAIL,917,churn917@example.com,95,1,0,0,41,37,0,0
EMAIL,918,churn918@example.com,119,0,0,1,0,41,0,0
EMAIL,919,churn919@example.com,259,1,1,0,76,75,0,0
EMAIL,920,churn920@example.com,104,1,0,1,52,22,0,0
EMAIL,921,churn921@example.com,177,0,1,0,63,28,0,0
EMAIL,922,churn922@example.com,297,1,0,0,55,67,1,0
EMAIL,923,churn923@example.com,167,0,0,0,16,20,0,0
EMAIL,924,churn924@example.com,200,1,0,1,76,0,0,0
EMAIL,925,churn925@example.com,36,0,1,1,100,37,0,0
EMAIL,926,churn926@example.com,268,0,0,0,73,69,0,0
EMAIL,927,churn927@example.com,249,0,1,1,5,70,0,0
EMAIL,928,churn928@example.com,200,0,1,0,49,90,0,0
EMAIL,929,churn929@example.com,185,1,0,1,39,38,1,0
EMAIL,930,churn930@example.com,44,0,0,0,59,45,0,0
EMAIL,931,churn931@example.com,86,0,1,1,97,14,0,0
EMAIL,932,churn932@example.com,49,1,0,1,36,54,0,0
EMAIL,933,churn933@example.com,203,1,1,0,50,19,0,0
EMAIL,934,churn934@example.com,112,0,1,1,12,69,0,0
EMAIL,935,churn935@example.com,251,1,0,0,89,97,1,0
EMAIL,936,churn936@example.com,287,0,1,0,76,81,0,0
EMAIL,937,churn937@example.com,151,1,0,1,45,9,0,0
EMAIL,938,churn938@example.com,289,0,1,0,79,60,0,0
EMAIL,939,churn939@example.com,165,0,1,1,46,34,0,0
EMAIL,940,churn940@example.com,121,1,1,1,12,77,0,0
EMAIL,941,churn941@example.com,30,1,0,1,69,60,0,0
EMAIL,942,churn942@example.com,299,0,0,0,56,75,1,0
EMAIL,943,churn943@example.com,162,1,1,0,22,82,0,0
EMAIL,944,churn944@example.com,200,1,1,1,44,79,0,0
EMAIL,945,churn945@example.com,54,1,1,0,96,4,0,0
EMAIL,946,churn946@example.com,127,0,0,0,93,7,0,0
EMAIL,947,churn947@example.com,146,0,0,1,84,8,1,0
EMAIL,948,churn948@example.com,240,1,1,0,60,48,0,0
EMAIL,949,churn949@example.com,43,0,0,1,40,40,1,0
EMAIL,950,churn950@example.com,67,0,0,0,71,47,0,0
EMAIL,951,churn951@example.com,293,1,0,0,34,63,0,0
EMAIL,952,churn952@example.com,121,1,1,1,79,14,0,0
EMAIL,953,churn953@example.com,228,0,1,1,25,50,1,0
EMAIL,954,churn954@example.com,57,0,1,0,33,28,0,0
EMAIL,955,churn955@example.com,247,0,1,1,93,0,0,0
EMAIL,956,churn956@example.com,31,0,0,0,95,38,0,0
EMAIL,957,churn957@example.com,162,0,1,1,93,50,1,0
EMAIL,958,churn958@example.com,140,1,0,0,77,83,0,0
EMAIL,959,churn959@example.com,158,0,1,1,29,2,0,0
EMAIL,960,churn960@example.com,151,0,1,0,67,36,0,0
EMAIL,961,churn961@example.com,281,0,0,1,87,23,0,0
EMAIL,962,churn962@example.com,242,1,0,1,24,43,0,0
EMAIL,963,churn963@example.com,200,1,1,1,20,46,0,0
EMAIL,964,churn964@example.com,272,0,1,1,42,34,0,0
EMAIL,965,churn965@example.com,145,0,1,0,46,32,0,0
EMAIL,966,churn966@example.com,206,0,0,1,53,56,0,0
EMAIL,967,churn967@example.com,63,0,0,1,45,60,0,0
EMAIL,968,churn968@example.com,85,0,1,1,23,61,0,0
EMAIL,969,churn969@example.com,124,1,1,0,43,34,0,0
EMAIL,970,churn970@example.com,109,0,1,1,21,5,1,0
EMAIL,971,churn971@example.com,196,0,0,1,72,81,0,0
EMAIL,972,churn972@example.com,57,1,0,0,46,4,0,0
EMAIL,973,churn973@example.com,286,0,0,1,2,2,0,0
EMAIL,974,churn974@example.com,270,0,1,1,61,33,0,0
EMAIL,975,churn975@example.com,128,1,0,0,88,8,0,0
EMAIL,976,churn976@example.com,122,1,0,1,61,50,0,0
EMAIL,977,churn977@example.com,75,0,0,0,79,89,0,0
EMAIL,978,churn978@example.com,76,0,0,1,84,98,0,0
EMAIL,979,churn979@example.com,30,0,1,0,36,76,0,0
EMAIL,980,churn980@example.com,261,1,0,0,34,47,0,0
EMAIL,981,churn981@example.com,93,0,1,0,50,91,0,0
EMAIL,982,churn982@example.com,62,0,0,0,11,21,0,0
EMAIL,983,churn983@example.com,244,1,1,0,17,59,0,0
EMAIL,984,churn984@example.com,62,0,0,0,66,2,0,0
EMAIL,985,churn985@example.com,111,1,1,0,23,53,0,0
EMAIL,986,churn986@example.com,164,0,1,1,91,56,0,0
EMAIL,987,churn987@example.com,228,1,1,1,13,3,0,1
EMAIL,988,churn988@example.com,169,0,1,0,15,99,1,0
EMAIL,989,churn989@example.com,228,1,1,1,76,51,0,0
EMAIL,990,churn990@example.com,266,0,0,0,75,3,0,0
EMAIL,991,churn991@example.com,75,1,0,0,49,42,0,0
EMAIL,992,churn992@example.com,166,1,1,0,100,26,0,0
EMAIL,993,churn993@example.com,202,0,0,1,77,37,0,0
EMAIL,994,churn994@example.com,182,0,1,1,38,77,0,0
EMAIL,995,churn995@example.com,69,1,0,1,62,52,0,0
EMAIL,996,churn996@example.com,286,0,1,0,5,40,0,0
EMAIL,997,churn997@example.com,274,0,0,1,98,60,1,0
EMAIL,998,churn998@example.com,133,0,1,0,40,42,1,0
EMAIL,999,churn999@example.com,230,0,0,0,43,16,0,0
EMAIL,1000,churn1000@example.com,60,0,0,1,33,26,0,0
EMAIL,1001,churn1001@example.com,182,0,0,0,83,58,1,0
EMAIL,1002,churn1002@example.com,185,1,1,0,86,73,1,0
EMAIL,1003,churn1003@example.com,106,0,1,0,85,28,1,0
EMAIL,1004,churn1004@example.com,297,1,0,0,66,50,0,0
EMAIL,1005,churn1005@example.com,117,1,0,1,89,16,1,0
EMAIL,1006,churn1006@example.com,214,0,0,1,95,34,0,0
EMAIL,1007,churn1007@example.com,120,1,0,1,4,19,0,0
EMAIL,1008,churn1008@example.com,261,0,1,1,35,18,0,0
EMAIL,1009,churn1009@example.com,128,1,1,1,75,64,0,0
EMAIL,1010,churn1010@example.com,51,0,0,0,98,81,1,0
EMAIL,1011,churn1011@example.com,85,1,0,0,90,36,1,0
EMAIL,1012,churn1012@example.com,192,0,1,0,93,7,1,0
EMAIL,1013,churn1013@example.com,210,1,1,0,88,5,1,0
EMAIL,1014,churn1014@example.com,158,1,0,1,48,62,0,0
EMAIL,1015,churn1015@example.com,31,0,0,1,51,43,0,0
EMAIL,1016,churn1016@example.com,106,0,1,1,92,92,0,0
EMAIL,1017,churn1017@example.com,47,0,1,1,26,8,0,0
EMAIL,1018,churn1018@example.com,297,0,0,0,45,86,0,0
EMAIL,1019,churn1019@example.com,125,0,1,1,30,35,0,0
EMAIL,1020,churn1020@example.com,263,1,1,0,55,49,0,0
EMAIL,1021,churn1021@example.com,186,1,0,0,39,75,0,0
EMAIL,1022,churn1022@example.com,297,0,1,0,86,4,0,0
EMAIL,1023,churn1023@example.com,66,0,1,1,58,34,0,0
EMAIL,1024,churn1024@example.com,261,0,1,0,88,55,0,0
EMAIL,1025,churn1025@example.com,194,1,1,0,84,91,1,0
EMAIL,1026,churn1026@example.com,294,0,1,0,83,47,0,0
EMAIL,1027,churn1027@example.com,61,1,1,1,1,77,0,0
EMAIL,1028,churn1028@example.com,54,0,1,0,50,89,0,0
EMAIL,1029,churn1029@example.com,122,1,0,0,53,77,1,0
EMAIL,1030,churn1030@example.com,242,0,1,1,45,14,0,0
EMAIL,1031,churn1031@example.com,176,0,0,0,43,79,0,0
EMAIL,1032,churn1032@example.com,198,1,1,0,58,8,0,0
EMAIL,1033,churn1033@example.com,164,0,1,1,44,1,0,0
EMAIL,1034,churn1034@example.com,55,0,0,1,0,40,0,0
EMAIL,1035,churn1035@example.com,76,0,1,0,95,51,0,0
EMAIL,1036,churn1036@example.com,149,1,0,0,61,27,0,0
EMAIL,1037,churn1037@example.com,254,1,1,1,91,34,1,0
EMAIL,1038,churn1038@example.com,102,0,0,0,63,84,0,0
EMAIL,1039,churn1039@example.com,37,1,0,1,6,27,0,0
EMAIL,1040,churn1040@example.com,111,1,0,1,30,87,0,0
EMAIL,1041,churn1041@example.com,283,0,1,1,27,42,0,0
EMAIL,1042,churn1042@example.com,163,1,0,0,99,91,0,0
EMAIL,1043,churn1043@example.com,130,1,0,0,38,7,0,0
EMAIL,1044,churn1044@example.com,73,1,0,1,53,9,0,0
EMAIL,1045,churn1045@example.com,230,0,1,0,5,79,0,0
EMAIL,1046,churn1046@example.com,226,1,0,1,99,41,0,0
EMAIL,1047,churn1047@example.com,143,1,0,0,69,67,1,0
EMAIL,1048,churn1048@example.com,200,0,1,0,91,15,1,0
EMAIL,1049,churn1049@example.com,50,0,1,1,31,55,0,0
EMAIL,1050,churn1050@example.com,116,0,0,1,10,41,0,0
EMAIL,1051,churn1051@example.com,219,0,0,1,26,82,1,0
EMAIL,1052,churn1052@example.com,214,0,0,0,18,11,1,0
EMAIL,1053,churn1053@example.com,62,0,0,1,22,43,1,0
EMAIL,1054,churn1054@example.com,95,1,0,1,4,85,0,0
EMAIL,1055,churn1055@example.com,145,0,1,0,40,31,1,0
EMAIL,1056,churn1056@example.com,177,1,1,1,74,75,0,0
EMAIL,1057,churn1057@example.com,132,0,0,0,89,6,0,0
EMAIL,1058,churn1058@example.com,120,1,1,0,89,93,1,0
EMAIL,1059,churn1059@example.com,125,0,0,1,28,25,0,0
EMAIL,1060,churn1060@example.com,187,1,1,0,82,27,0,0
EMAIL,1061,churn1061@example.com,228,1,1,0,13,82,0,0
EMAIL,1062,churn1062@example.com,46,1,1,1,29,83,0,0
EMAIL,1063,churn1063@example.com,178,1,1,0,54,90,0,0
EMAIL,1064,churn1064@example.com,281,1,0,0,57,30,0,0
EMAIL,1065,churn1065@example.com,207,0,1,0,19,20,1,0
EMAIL,1066,churn1066@example.com,249,1,1,0,5,50,0,0
EMAIL,1067,churn1067@example.com,174,0,0,1,27,51,1,0
EMAIL,1068,churn1068@example.com,56,1,1,1,25,39,0,0
EMAIL,1069,churn1069@example.com,203,1,0,0,82,39,0,0
EMAIL,1070,churn1070@example.com,42,0,1,1,96,94,0,0
EMAIL,1071,churn1071@example.com,266,1,0,0,67,93,0,0
EMAIL,1072,churn1072@example.com,120,0,1,1,41,96,0,0
EMAIL,1073,churn1073@example.com,76,1,0,0,64,71,0,0
EMAIL,1074,churn1074@example.com,45,0,1,1,81,51,1,0
EMAIL,1075,churn1075@example.com,176,1,0,1,55,92,0,0
EMAIL,1076,churn1076@example.com,68,0,0,0,79,25,0,0
EMAIL,1077,churn1077@example.com,282,1,1,0,98,12,1,0
EMAIL,1078,churn1078@example.com,84,1,0,1,67,84,0,0
EMAIL,1079,churn1079@example.com,171,0,0,0,94,82,1,0
EMAIL,1080,churn1080@example.com,203,1,0,0,51,65,0,0
EMAIL,1081,churn1081@example.com,201,0,1,1,56,48,1,0
EMAIL,1082,churn1082@example.com,106,1,1,0,63,36,1,0
EMAIL,1083,churn1083@example.com,207,0,0,0,41,14,0,0
EMAIL,1084,churn1084@example.com,300,1,0,1,10,55,0,0
EMAIL,1085,churn1085@example.com,190,0,1,0,63,57,0,0
EMAIL,1086,churn1086@example.com,242,1,1,0,54,84,1,0
EMAIL,1087,churn1087@example.com,45,0,0,1,48,15,0,0
EMAIL,1088,churn1088@example.com,75,1,0,0,22,7,0,0
EMAIL,1089,churn1089@example.com,30,0,1,0,55,60,0,0
EMAIL,1090,churn1090@example.com,129,0,1,0,94,81,0,0
EMAIL,1091,churn1091@example.com,95,0,0,0,17,7,0,0
EMAIL,1092,churn1092@example.com,118,0,1,1,86,69,0,0
EMAIL,1093,churn1093@example.com,165,1,0,0,18,14,0,0
EMAIL,1094,churn1094@example.com,229,0,1,1,22,54,0,0
EMAIL,1095,churn1095@example.com,226,0,1,1,80,32,0,0
EMAIL,1096,churn1096@example.com,237,1,0,1,30,45,0,0
EMAIL,1097,churn1097@example.com,208,1,0,0,64,4,0,0
EMAIL,1098,churn1098@example.com,192,0,0,1,76,50,0,0
EMAIL,1099,churn1099@example.com,245,1,0,0,81,63,0,0
EMAIL,1100,churn1100@example.com,43,0,1,0,25,89,0,0
EMAIL,1101,churn1101@example.com,131,0,1,0,50,45,1,0
EMAIL,1102,churn1102@example.com,268,0,0,1,65,75,1,0
EMAIL,1103,churn1103@example.com,109,0,1,1,91,81,0,0
EMAIL,1104,churn1104@example.com,219,0,0,0,65,60,0,0
EMAIL,1105,churn1105@example.com,171,1,0,1,84,86,1,0
EMAIL,1106,churn1106@example.com,174,0,0,1,5,24,0,0
EMAIL,1107,churn1107@example.com,192,0,0,0,9,65,0,0
EMAIL,1108,churn1108@example.com,117,0,0,0,3,8,0,0
EMAIL,1109,churn1109@example.com,121,0,1,0,21,28,0,0
EMAIL,1110,churn1110@example.com,122,0,0,0,74,67,0,0
EMAIL,1111,churn1111@example.com,273,0,1,1,18,16,0,0
EMAIL,1112,churn1112@example.com,255,0,1,1,38,23,0,0
EMAIL,1113,churn1113@example.com,60,1,0,0,9,93,0,0
EMAIL,1114,churn1114@example.com,171,0,1,1,84,88,1,0
EMAIL,1115,churn1115@example.com,60,1,1,1,56,26,0,0
EMAIL,1116,churn1116@example.com,70,0,1,0,73,86,0,0
EMAIL,1117,churn1117@example.com,210,1,0,0,19,5,0,0
EMAIL,1118,churn1118@example.com,69,1,1,1,15,90,1,0
EMAIL,1119,churn1119@example.com,242,0,0,1,71,4,0,0
EMAIL,1120,churn1120@example.com,94,0,0,0,0,0,0,0
EMAIL,1121,churn1121@example.com,89,0,1,0,15,57,1,0
EMAIL,1122,churn1122@example.com,135,0,1,1,58,28,0,0
EMAIL,1123,churn1123@example.com,101,0,0,1,22,11,0,0
EMAIL,1124,churn1124@example.com,189,1,1,0,91,5,0,0
EMAIL,1125,churn1125@example.com,298,1,0,0,26,85,0,0
EMAIL,1126,churn1126@example.com,215,0,0,1,45,86,0,0
EMAIL,1127,churn1127@example.com,167,1,0,0,13,40,0,0
EMAIL,1128,churn1128@example.com,57,0,1,0,100,51,0,0
EMAIL,1129,churn1129@example.com,221,1,1,1,77,71,0,0
EMAIL,1130,churn1130@example.com,263,0,1,1,28,76,0,0
EMAIL,1131,churn1131@example.com,174,0,1,0,26,28,0,0
EMAIL,1132,churn1132@example.com,182,1,1,1,95,36,0,0
EMAIL,1133,churn1133@example.com,175,1,1,1,41,6,0,0
EMAIL,1134,churn1134@example.com,161,1,0,1,95,26,0,0
EMAIL,1135,churn1135@example.com,102,1,1,0,3,33,0,0
EMAIL,1136,churn1136@example.com,275,0,0,0,47,39,0,0
EMAIL,1137,churn1137@example.com,86,1,1,1,34,40,0,0
EMAIL,1138,churn1138@example.com,66,0,0,0,9,2,0,0
EMAIL,1139,churn1139@example.com,98,1,0,0,99,45,1,0
EMAIL,1140,churn1140@example.com,182,1,1,1,13,34,0,0
EMAIL,1141,churn1141@example.com,188,1,1,1,47,36,1,0
EMAIL,1142,churn1142@example.com,217,0,1,0,39,45,0,0
EMAIL,1143,churn1143@example.com,104,0,1,0,35,99,0,0
EMAIL,1144,churn1144@example.com,37,1,1,0,85,53,1,0
EMAIL,1145,churn1145@example.com,73,0,0,1,62,21,1,0
EMAIL,1146,churn1146@example.com,243,1,1,1,6,91,0,0
EMAIL,1147,churn1147@example.com,55,0,1,1,89,65,0,0
EMAIL,1148,churn1148@example.com,197,0,1,1,56,28,0,0
EMAIL,1149,churn1149@example.com,210,0,0,1,58,82,0,0
EMAIL,1150,churn1150@example.com,282,1,1,1,38,79,1,0
EMAIL,1151,churn1151@example.com,103,1,1,0,98,32,1,0
EMAIL,1152,churn1152@example.com,188,1,1,0,31,29,0,0
EMAIL,1153,churn1153@example.com,92,0,0,0,85,23,1,0
EMAIL,1154,churn1154@example.com,191,1,1,0,18,8,0,0
EMAIL,1155,churn1155@example.com,50,0,1,0,4,98,0,0
EMAIL,1156,churn1156@example.com,75,0,1,1,99,54,0,0
EMAIL,1157,churn1157@example.com,252,0,0,1,22,40,1,0
EMAIL,1158,churn1158@example.com,196,1,0,0,50,65,0,0
EMAIL,1159,churn1159@example.com,195,1,0,1,59,53,0,0
EMAIL,1160,churn1160@example.com,80,1,1,1,62,88,0,0
EMAIL,1161,churn1161@example.com,187,0,1,1,82,1,0,0
EMAIL,1162,churn1162@example.com,191,0,0,1,34,14,0,0
EMAIL,1163,churn1163@example.com,179,1,0,1,25,79,0,0
EMAIL,1164,churn1164@example.com,195,1,0,0,39,3,0,0
EMAIL,1165,churn1165@example.com,86,0,0,0,21,24,1,0
EMAIL,1166,churn1166@example.com,298,1,0,0,14,55,0,0
EMAIL,1167,churn1167@example.com,70,0,1,0,19,51,1,0
EMAIL,1168,churn1168@example.com,277,0,1,1,72,60,0,0
EMAIL,1169,churn1169@example.com,194,0,0,0,77,24,0,0
EMAIL,1170,churn1170@example.com,269,1,1,0,85,33,0,0
EMAIL,1171,churn1171@example.com,264,0,0,1,15,74,1,0
EMAIL,1172,churn1172@example.com,219,1,1,1,25,94,0,0
EMAIL,1173,churn1173@example.com,291,1,0,1,62,21,0,0
EMAIL,1174,churn1174@example.com,125,1,0,0,39,36,0,0
EMAIL,1175,churn1175@example.com,282,1,0,0,4,72,0,0
EMAIL,1176,churn1176@example.com,195,0,1,0,91,20,1,0
EMAIL,1177,churn1177@example.com,229,1,1,1,17,36,0,0
EMAIL,1178,churn1178@example.com,299,0,0,0,57,39,0,0
EMAIL,1179,churn1179@example.com,132,0,0,0,3,28,0,0
EMAIL,1180,churn1180@example.com,192,0,1,1,68,89,0,0
EMAIL,1181,churn1181@example.com,290,0,0,0,45,11,0,0
EMAIL,1182,churn1182@example.com,203,1,1,1,72,87,0,0
EMAIL,1183,churn1183@example.com,87,1,0,1,69,51,0,0
EMAIL,1184,churn1184@example.com,184,1,0,1,66,86,0,0
EMAIL,1185,churn1185@example.com,46,1,1,1,65,56,0,0
EMAIL,1186,churn1186@example.com,175,1,1,1,4,49,0,0
EMAIL,1187,churn1187@example.com,172,0,1,1,13,57,1,0
EMAIL,1188,churn1188@example.com,127,1,0,1,51,59,0,0
EMAIL,1189,churn1189@example.com,83,0,0,1,71,54,0,0
EMAIL,1190,churn1190@example.com,35,0,1,0,62,70,0,0
EMAIL,1191,churn1191@example.com,48,1,1,1,69,73,0,0
EMAIL,1192,churn1192@example.com,281,1,0,1,64,7,0,0
EMAIL,1193,churn1193@example.com,139,0,0,1,100,62,0,0
EMAIL,1194,churn1194@example.com,200,0,1,0,8,60,0,0
EMAIL,1195,churn1195@example.com,125,0,1,0,76,26,0,0
EMAIL,1196,churn1196@example.com,120,0,0,1,11,2,0,0
EMAIL,1197,churn1197@example.com,59,1,1,1,66,77,0,0
EMAIL,1198,churn1198@example.com,163,0,0,1,78,81,0,0
EMAIL,1199,churn1199@example.com,194,0,0,0,21,24,0,0
EMAIL,1200,churn1200@example.com,31,1,0,0,60,17,0,0
EMAIL,1201,churn1201@example.com,48,1,0,0,26,60,0,0
EMAIL,1202,churn1202@example.com,284,1,1,1,12,45,0,0
EMAIL,1203,churn1203@example.com,192,0,1,0,41,1,0,0
EMAIL,1204,churn1204@example.com,239,1,0,1,1,60,1,0
EMAIL,1205,churn1205@example.com,180,0,1,0,86,89,1,0
EMAIL,1206,churn1206@example.com,50,1,1,1,32,60,0,0
EMAIL,1207,churn1207@example.com,285,0,0,1,93,92,0,0
EMAIL,1208,churn1208@example.com,30,0,0,0,95,35,0,0
EMAIL,1209,churn1209@example.com,89,0,1,0,29,8,0,0
EMAIL,1210,churn1210@example.com,53,1,0,0,93,65,0,0
EMAIL,1211,churn1211@example.com,120,0,0,0,33,52,0,0
EMAIL,1212,churn1212@example.com,74,1,0,0,75,15,0,0
EMAIL,1213,churn1213@example.com,177,0,1,0,85,6,0,0
EMAIL,1214,churn1214@example.com,107,1,0,1,56,57,0,0
EMAIL,1215,churn1215@example.com,300,1,0,0,15,42,0,0
EMAIL,1216,churn1216@example.com,40,0,1,0,48,11,0,0
EMAIL,1217,churn1217@example.com,140,0,0,0,52,84,1,0
EMAIL,1218,churn1218@example.com,236,0,1,0,63,37,0,0
EMAIL,1219,churn1219@example.com,58,1,1,1,80,18,0,0
EMAIL,1220,churn1220@example.com,215,0,0,0,90,5,0,0
EMAIL,1221,churn1221@example.com,66,0,1,1,73,42,1,0
EMAIL,1222,churn1222@example.com,112,0,0,0,96,75,0,0
EMAIL,1223,churn1223@example.com,61,1,1,0,67,41,0,0
EMAIL,1224,churn1224@example.com,41,1,1,1,3,52,0,0
EMAIL,1225,churn1225@example.com,185,1,1,0,52,18,0,0
EMAIL,1226,churn1226@example.com,149,1,1,1,39,35,0,0
EMAIL,1227,churn1227@example.com,158,0,1,0,66,97,1,0
EMAIL,1228,churn1228@example.com,255,1,1,1,25,31,0,0
EMAIL,1229,churn1229@example.com,176,0,1,0,70,9,0,0
EMAIL,1230,churn1230@example.com,196,0,1,0,74,45,0,0
EMAIL,1231,churn1231@example.com,199,1,1,0,48,93,0,0
EMAIL,1232,churn1232@example.com,79,1,1,0,43,54,0,0
EMAIL,1233,churn1233@example.com,202,0,0,0,4,33,0,0
EMAIL,1234,churn1234@example.com,165,0,0,0,90,38,0,0
EMAIL,1235,churn1235@example.com,156,0,0,1,5,52,0,0
EMAIL,1236,churn1236@example.com,229,1,0,0,8,61,0,0
EMAIL,1237,churn1237@example.com,70,1,1,0,49,15,0,0
EMAIL,1238,churn1238@example.com,134,0,0,1,72,98,0,0
EMAIL,1239,churn1239@example.com,224,0,1,0,8,81,1,0
EMAIL,1240,churn1240@example.com,98,0,0,1,79,25,0,0
EMAIL,1241,churn1241@example.com,160,1,1,0,55,22,1,0
EMAIL,1242,churn1242@example.com,253,0,0,1,53,75,0,0
EMAIL,1243,churn1243@example.com,35,0,1,1,35,95,1,0
EMAIL,1244,churn1244@example.com,39,1,0,1,17,74,0,0
EMAIL,1245,churn1245@example.com,285,0,1,1,23,41,1,0
EMAIL,1246,churn1246@example.com,159,1,0,1,85,40,0,0
EMAIL,1247,churn1247@example.com,114,0,1,0,59,59,0,0
EMAIL,1248,churn1248@example.com,271,1,1,0,59,19,0,0
EMAIL,1249,churn1249@example.com,245,0,0,1,48,20,0,0
EMAIL,1250,churn1250@example.com,147,0,0,0,71,63,0,0
EMAIL,1251,churn1251@example.com,55,1,1,0,81,11,0,0
EMAIL,1252,churn1252@example.com,146,1,1,1,95,67,0,0
EMAIL,1253,churn1253@example.com,281,1,1,0,97,100,0,0
EMAIL,1254,churn1254@example.com,148,1,1,1,23,69,0,0
EMAIL,1255,churn1255@example.com,37,1,0,0,96,64,0,0
EMAIL,1256,churn1256@example.com,105,0,1,1,93,88,0,0
EMAIL,1257,churn1257@example.com,130,0,0,1,6,68,1,0
EMAIL,1258,churn1258@example.com,106,1,0,1,26,20,0,0
EMAIL,1259,churn1259@example.com,300,1,0,1,45,68,0,0
EMAIL,1260,churn1260@example.com,200,1,0,1,70,10,0,0
EMAIL,1261,churn1261@example.com,264,0,0,1,43,19,0,0
EMAIL,1262,churn1262@example.com,171,0,1,1,94,45,0,0
EMAIL,1263,churn1263@example.com,179,0,0,1,97,45,0,0
EMAIL,1264,churn1264@example.com,58,0,0,1,77,52,0,0
EMAIL,1265,churn1265@example.com,191,1,0,1,11,61,1,0
EMAIL,1266,churn1266@example.com,187,0,1,0,83,21,0,0
EMAIL,1267,churn1267@example.com,81,1,1,0,9,54,0,0
EMAIL,1268,churn1268@example.com,204,1,0,1,71,69,0,0
EMAIL,1269,churn1269@example.com,111,1,0,0,65,0,0,0
EMAIL,1270,churn1270@example.com,57,1,0,0,20,2,0,0
EMAIL,1271,churn1271@example.com,212,0,0,0,35,12,1,0
EMAIL,1272,churn1272@example.com,84,1,1,1,91,4,0,0
EMAIL,1273,churn1273@example.com,174,0,1,1,16,3,0,0
EMAIL,1274,churn1274@example.com,214,1,0,1,24,68,0,0
EMAIL,1275,churn1275@example.com,30,0,1,1,26,13,0,0
EMAIL,1276,churn1276@example.com,209,0,1,0,2,99,0,0
EMAIL,1277,churn1277@example.com,276,1,0,0,11,34,1,0
EMAIL,1278,churn1278@example.com,92,0,1,0,74,80,0,0
EMAIL,1279,churn1279@example.com,156,0,0,1,59,54,0,0
EMAIL,1280,churn1280@example.com,280,0,0,1,84,15,0,0
EMAIL,1281,churn1281@example.com,49,0,0,0,83,0,1,0
EMAIL,1282,churn1282@example.com,290,1,1,1,21,4,0,1
EMAIL,1283,churn1283@example.com,84,1,0,1,29,28,0,0
EMAIL,1284,churn1284@example.com,268,0,0,0,61,40,0,0
EMAIL,1285,churn1285@example.com,237,0,1,1,63,93,0,0
EMAIL,1286,churn1286@example.com,157,0,1,0,8,76,1,0
EMAIL,1287,churn1287@example.com,161,1,0,1,7,61,0,0
EMAIL,1288,churn1288@example.com,73,1,1,1,75,41,0,0
EMAIL,1289,churn1289@example.com,53,1,0,0,35,46,0,0
EMAIL,1290,churn1290@example.com,286,0,0,1,87,33,0,0
EMAIL,1291,churn1291@example.com,191,1,0,1,73,15,0,0
EMAIL,1292,churn1292@example.com,300,0,0,1,94,12,1,0
EMAIL,1293,churn1293@example.com,40,0,1,1,35,90,0,0
EMAIL,1294,churn1294@example.com,208,1,0,0,8,83,0,0
EMAIL,1295,churn1295@example.com,130,1,0,0,36,94,0,0
EMAIL,1296,churn1296@example.com,288,1,1,0,87,14,1,0
EMAIL,1297,churn1297@example.com,286,1,1,0,15,2,0,1
EMAIL,1298,churn1298@example.com,76,1,1,0,53,64,1,0
EMAIL,1299,churn1299@example.com,226,1,0,1,69,94,0,0
EMAIL,1300,churn1300@example.com,123,0,1,1,16,81,1,0
EMAIL,1301,churn1301@example.com,101,0,1,0,87,24,0,0
EMAIL,1302,churn1302@example.com,290,0,0,0,91,100,0,0
EMAIL,1303,churn1303@example.com,91,1,1,0,26,4,0,0
EMAIL,1304,churn1304@example.com,140,0,1,0,63,78,0,0
EMAIL,1305,churn1305@example.com,66,0,0,0,62,49,0,0
EMAIL,1306,churn1306@example.com,292,1,1,0,67,27,0,0
EMAIL,1307,churn1307@example.com,183,1,0,0,96,16,1,0
EMAIL,1308,churn1308@example.com,200,0,1,0,67,32,0,0
EMAIL,1309,churn1309@example.com,148,0,1,1,8,41,0,0
EMAIL,1310,churn1310@example.com,139,1,0,0,76,40,0,0
EMAIL,1311,churn1311@example.com,185,0,1,0,42,48,0,0
